message_id,email_date,email_subject,company,industry,subsidiary_of,section_type,event_type,executive_name,old_position,new_position,effective_date,posted_date,raw_event_text
184cc5c0beb8ddf6,2022-12-01T01:23:02+00:00,360 News on Global Fortune 500,Zurich Commercial Insurance,Insurance,Zurich EMEA,Changes,unparsed,,,,,November 24,"within the existing contacts: Ralph Brand who was, becomes (posted on November 24)."
184cc5c0beb8ddf6,2022-12-01T01:23:02+00:00,360 News on Global Fortune 500,Chubb UK & Ireland,Insurance,Chubb EMEA,Changes,unparsed,,,,,November 22,"within the existing contacts:Emma Bartolo, Corporate Regional Manager, London, will leave the company in Feb. 2023 (posted on November 22)."
184cc5c0beb8ddf6,2022-12-01T01:23:02+00:00,360 News on Global Fortune 500,HSBC,Banking,,Changes,unparsed,,,,,November 17,"within the existing contacts:Chira Barua, who is Global Head of Strategy will soon leave the company (posted on November 17)."
184cc5c0beb8ddf6,2022-12-01T01:23:02+00:00,360 News on Global Fortune 500,Credit Suisse Australia,Banking,Credit Suisse Asia Pacific,Changes,unparsed,,,,,November 17,"within the existing contacts:Angelo Scasserra, who is Co-Head of Investment Banking and Capital Markets will soon leave the company (posted on November 17)."
184cc5c0beb8ddf6,2022-12-01T01:23:02+00:00,360 News on Global Fortune 500,Corebridge Financial,Insurance,AIG,Changes,unparsed,,,,,November 4,"Stephen Maginn who was, becomes (posted on November 4)."
184cc5c0beb8ddf6,2022-12-01T01:23:02+00:00,360 News on Global Fortune 500,AIG,Insurance,,Changes,unparsed,,,,,November 4,"within the existing contacts:Douglas Steenland, Lead Independent Director, will leave the company in Jan. 2023 (posted on November 4)."
184cc5c0beb8ddf6,2022-12-01T01:23:02+00:00,360 News on Global Fortune 500,ING,Banking,,Changes,unparsed,,,,,November 3,"within the existing contacts:Mariana Gheorghe, who is Member of the Supervisory Board will soon leave the company (posted on November 3)."
184cc5c0beb8ddf6,2022-12-01T01:23:02+00:00,360 News on Global Fortune 500,JPMorgan Japanese Investment Trust,Fund,JPMorgan Asset Management UK,Changes,unparsed,,,,,November 2,"within the existing contacts:Stephen Gomersall, Senior Independent Director, will retire in Jan. 2023 (posted on November 2)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,Chubb UK & Ireland,Insurance,Chubb EMEA,Changes,unparsed,,,,,November 22,"within the existing contacts:Emma Bartolo, Corporate Regional Manager, London, will leave the company in Feb. 2023 (posted on November 22)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,Prudential,Insurance,,Changes,unparsed,,,,,November 22,"within the existing contacts:Thomas Watjen, Non-Executive Director, will leave the company in May 2023 (posted on November 22)."
