CONNECTED_ORG_NM,pac_count,active_pac_count,has_any_pac_donated,total_pac_amount,has_pac,has_pac_donations
"MDU RESOURCES GROUP, INC.",1,1,True,14684.8,True,True
"MEDNAX, INC.",1,0,False,0.0,True,False
"MERCK & CO., INC.",1,0,False,0.0,True,False
MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT,1,0,False,0.0,True,False
MERIT MEDICAL SYSTEMS INC,1,1,True,42805.13,True,True
MERITAGE HOMES CORPORATION,1,1,True,22000.0,True,True
MESSER CONSTRUCTION CO,1,0,False,0.0,True,False
METLIFE INC.,2,2,True,63978.59,True,True
METROPOLITAN ANESTHESIA CONSULTANTS,1,0,False,0.0,True,False
"MICRON TECHNOLOGY, INC.",1,0,False,0.0,True,False
MICROSOFT CORPORATION,1,0,False,0.0,True,False
MIDAMERICAN ENERGY COMPANY,1,1,True,15830.29,True,True
"MIMEDX GROUP, INC.",1,1,True,1414.32,True,True
MOLINA HEALTHCARE INC,1,1,True,373787.48,True,True
MOLSON COORS BEVERAGE COMPANY USA LLC,1,1,True,15000.0,True,True
MONTANA CONSERVATION VOTERS,1,0,False,0.0,True,False
MORGAN STANLEY,1,1,True,220206.96,True,True
MOTORISTS MUTUAL INSURANCE COMPANY CIVIC FUND,1,0,False,0.0,True,False
"MOTOROLA SOLUTIONS, INC.",1,1,True,163996.0,True,True
MR. COOPER GROUP INC.,1,0,False,0.0,True,False
MUTUAL OF OMAHA,1,0,False,0.0,True,False
MVP HEALTH CARE INC.,1,0,False,0.0,True,False
"MWW GROUP, INC.",1,0,False,0.0,True,False
"NAIOP, INC.",1,1,True,61500.0,True,True
NANA REGIONAL CORPORATION,1,0,False,0.0,True,False
"NASDAQ, INC.",1,1,True,331728.96,True,True
NATIONAL GRID USA,1,0,False,0.0,True,False
NATIONAL HEALTH CORPORATION,1,0,False,0.0,True,False
NATIONWIDE,1,0,False,0.0,True,False
NATIONWIDE MUTUAL INSURANCE COMPANY,1,0,False,0.0,True,False
NAVIENT CORPORATION,1,0,False,0.0,True,False
"NAVISTAR, INC.",1,0,False,0.0,True,False
NCR CORPORATION,1,0,False,0.0,True,False
"NELNET, INC.",1,0,False,0.0,True,False
NEW JERSEY RIGHT TO LIFE,1,0,False,0.0,True,False
NEW SOUTH BANCSHARES INC/COMMITTEE FOR FAIRNESS IN GOVERNMENT,1,0,False,0.0,True,False
NEWMONT CORPORATION,1,1,True,14300.0,True,True
NEWS CORPORATION,1,1,True,7500.0,True,True
"NEXION HEALTH, INC.",1,0,False,0.0,True,False
"NEXSTAR MEDIA GROUP, INC.",1,1,True,282900.0,True,True
"NEXTERA ENERGY, INC",1,1,True,10533.27,True,True
"NIKE, INC.",1,1,True,10996.0,True,True
NISOURCE INC.,1,1,True,101500.0,True,True
"NOBLE ENERGY, INC.",1,0,False,0.0,True,False
NOMURA HOLDING AMERICA INC.,1,0,False,0.0,True,False
NONE,22,3,True,650640.6799999999,True,True
NORFOLK SOUTHERN CORPORATION,1,1,True,740461.5,True,True
NORTHERN TRUST CORPORATION,1,1,True,145098.0,True,True
NORTHROP GRUMMAN CORPORATION,1,1,True,220181.85,True,True
NORTHWESTERN ENEREGY,1,0,False,0.0,True,False
NORTHWESTERN ENERGY,1,0,False,0.0,True,False
NOVA CHEMICALS INC & NOVA CHEMICALS SRVCS INC COMMITTEE FOR POLITICAL ACTION & ENGAGEMENT,1,0,False,0.0,True,False
NOVARTIS CORPORATION,1,0,False,0.0,True,False
NOVO NORDISK INC.,1,1,True,5000.0,True,True
NOVOCURE INC.,1,0,False,0.0,True,False
NUCOR CORPORATION,1,1,True,1150975.28,True,True
NUSTAR ENERGY L.P.,1,0,False,0.0,True,False
NV ENERGY,1,0,False,0.0,True,False
NW NATURAL,1,0,False,0.0,True,False
O.C. TANNER COMPANY,1,0,False,0.0,True,False
OATH INC.,1,0,False,0.0,True,False
OCCIDENTAL PETROLEUM CORPORATION,1,1,True,33308.7,True,True
"OCEAN SPRAY CRANBERRIES, INC",1,0,False,0.0,True,False
OHIO FARMERS INSURANCE COMPANY,1,0,False,0.0,True,False
"OLD DOMINION FREIGHT LINE, INC.",1,1,True,334782.97,True,True
OLD NATIONAL BANK,1,1,True,94000.0,True,True
OLIN CORPORATION,1,0,False,0.0,True,False
ONCOR ELECTRIC DELIVERY ADMINISTRATION CORP.,1,0,False,0.0,True,False
ONE GAS INC.,1,0,False,0.0,True,False
"ORACLE AMERICA, INC.",1,1,True,204500.0,True,True
OSHKOSH CORPORATION,1,0,False,0.0,True,False
OSI SYSTEMS INC.,1,1,True,89695.93,True,True
"OTSUKA AMERICA, INC.",1,0,False,0.0,True,False
OVERSEAS SHIPHOLDING GROUP INC,1,0,False,0.0,True,False
OVINTIV USA INC.,1,1,True,76479.24,True,True
OWENS CORNING,1,1,True,52824.81,True,True
PACCAR INC,1,1,True,24940.0,True,True
PACIFIC LIFE INSURANCE COMPANY,1,0,False,0.0,True,False
PACIFICORP,1,0,False,0.0,True,False
PAN-AMERICAN LIFE INSURANCE COMPANY,1,0,False,0.0,True,False
"PANDORA MEDIA, LLC",1,0,False,0.0,True,False
PARKER-HANNIFIN CORPORATION,1,1,True,74900.0,True,True
PARSONS CORPORATION,1,0,False,0.0,True,False
"PAYPAL HOLDINGS, INC",1,1,True,54156.59,True,True
PEABODY ENERGY CORPORATION,1,1,True,111500.0,True,True
PENSKE TRUCK LEASING CORPORATION,1,0,False,0.0,True,False
PEOPLES BANK & TRUST COMPANY,1,0,False,0.0,True,False
"PEPSICO, INC.",1,1,True,3600.0,True,True
"PERFORMANCE CONTRACTING GROUP, INC.",1,0,False,0.0,True,False
PERNOD RICARD USA LLC,1,0,False,0.0,True,False
PERSPECTA INC.,1,0,False,0.0,True,False
"PETER PAN SEAFOODS, INC.",1,0,False,0.0,True,False
PFIZER INC.,1,1,True,328433.43,True,True
PHILIPS NORTH AMERICA LLC,1,0,False,0.0,True,False
PHILLIPS 66,1,1,True,641796.28,True,True
"PIONEER NATURAL RESOURCES USA, INC.",1,1,True,5500.0,True,True
PITNEY BOWES INC.,1,1,True,19410.25,True,True
"PLS FINANCIAL SERVICES, INC.",1,0,False,0.0,True,False
POLARIS INDUSTRIES INC,1,0,False,0.0,True,False
PORTLAND CEMENT ASSOCIATION,1,0,False,0.0,True,False
POTLATCHDELTIC CORPORATION,1,1,True,5000.0,True,True
PPG INDUSTRIES INC.,1,1,True,62750.0,True,True
PRIDE MOBILITY PRODUCTS CORP,1,0,False,0.0,True,False
PRINCIPAL LIFE INSURANCE COMPANY,1,0,False,0.0,True,False
PRODUCERS RICE MILL INC,1,0,False,0.0,True,False
PROTECTIVE LIFE CORPORATION,1,0,False,0.0,True,False
"PRUDENTIAL FINANCIAL, INC.",2,2,True,39500.0,True,True
PUBLIC SERVICE CO OF NM,1,0,False,0.0,True,False
PUBLIC SERVICE ENTERPRISE GROUP INC.,1,1,True,126507.0,True,True
"PURPOSE FINANCIAL, INC.",1,0,False,0.0,True,False
"QC HOLDINGS, INC.",1,0,False,0.0,True,False
QUALCOMM INCORPORATED,1,1,True,235500.0,True,True
QUEST DIAGNOSTICS INCORPORATED,1,1,True,56700.0,True,True
QUORUM HEALTH CORPORATION,1,0,False,0.0,True,False
"QURATE RETAIL, INC.",1,1,True,8500.0,True,True
"RADIAN GROUP, INC.",1,1,True,22000.0,True,True
RAYONIER ADVANCED MATERIALS INC.,1,0,False,0.0,True,False
"RAYONIER, INC.",1,1,True,108249.32,True,True
RAYTHEON TECHNOLOGIES CORPORATION,1,0,False,0.0,True,False
REGIONS FINANCIAL CORPORATION,1,1,True,41500.0,True,True
RELX INC.,1,0,False,0.0,True,False
"RENT-A-CENTER, INC.",1,0,False,0.0,True,False
REPUBLIC SERVICES INC. (FKA ALLIED WASTE NA),1,0,False,0.0,True,False
"RES-CARE, INC. DBA BRIGHTSPRING HEALTH SERVICES",1,0,False,0.0,True,False
RESOLUTE FOREST PRODUCTS US INC.,1,0,False,0.0,True,False
REYNOLDS AMERICAN INC.,1,0,False,0.0,True,False
RIO TINTO AMERICA INC.,1,0,False,0.0,True,False
RITE AID CORPORATION,1,0,False,0.0,True,False
ROCHE DIAGNOSTICS CORPORATION,1,0,False,0.0,True,False
ROCK HOLDINGS INC.,1,0,False,0.0,True,False
ROGERS GROUP INC.,1,0,False,0.0,True,False
ROLLINS INC,1,0,False,0.0,True,False
ROLLS-ROYCE NORTH AMERICA HOLDINGS INC.,1,0,False,0.0,True,False
ROTHMAN INSTITUTE,1,1,True,13726.71,True,True
RUSSELL INVESTMENT GROUP,1,0,False,0.0,True,False
RYDER SYSTEM INC.,1,1,True,65100.0,True,True
S&P GLOBAL INC.,1,1,True,253070.0,True,True
SABRE GLBL INC.,1,0,False,0.0,True,False
"SALEM MEDIA GROUP, INC.",1,0,False,0.0,True,False
"SALESFORCE.COM, INC.",1,0,False,0.0,True,False
SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC),1,0,False,0.0,True,False
SANOFI US SERVICES INC,1,0,False,0.0,True,False
SANTANDER HOLDINGS USA INC.,1,0,False,0.0,True,False
"SAP AMERICA, INC.",1,0,False,0.0,True,False
"SAZERAC COMPANY, INC.",1,0,False,0.0,True,False
SCHWAN'S COMPANY,1,0,False,0.0,True,False
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1,1,True,34100.0,True,True
SCOT FORGE COMPANY,1,0,False,0.0,True,False
SEAWORLD PARKS & ENTERTAINMENT INC.,1,0,False,0.0,True,False
"SECURIAN, INC",1,0,False,0.0,True,False
SECURITY FINANCE CORPORATION OF SPARTANBURG,1,0,False,0.0,True,False
SENTRY INSURANCE A MUTUAL COMPANY,1,0,False,0.0,True,False
SERCO INC.,1,0,False,0.0,True,False
SHELL OIL COMPANY,1,0,False,0.0,True,False
SIEMENS CORPORATION,1,0,False,0.0,True,False
SLM CORPORATION,1,0,False,0.0,True,False
SMITHS GROUP SERVICES CORP,1,0,False,0.0,True,False
SODEXO INC.,1,0,False,0.0,True,False
"SOLVAY AMERICA, INC.",1,0,False,0.0,True,False
"SONY PICTURES ENTERTAINMENT, INC.",1,0,False,0.0,True,False
SOUTHERN COMPANY GAS,1,0,False,0.0,True,False
SOUTHERN GLAZER'S WINE AND SPIRITS,1,0,False,0.0,True,False
SOUTHERN NUCLEAR OPERATING COMPANY,1,1,True,7496.35,True,True
SOUTHWEST AIRLINES CO,1,0,False,0.0,True,False
SOUTHWEST GAS CORPORATION,1,0,False,0.0,True,False
SSA MARINE INC.,1,0,False,0.0,True,False
STANDARD INSURANCE COMPANY,1,0,False,0.0,True,False
"STARR INSURANCE HOLDINGS, INC.",1,0,False,0.0,True,False
STATE STREET BANK AND TRUST COMPANY,1,1,True,533594.0,True,True
STE. MICHELLE WINE ESTATES LTD.,1,1,True,285120.0,True,True
STEPHENS INC,1,0,False,0.0,True,False
STERIS CORPORATION,1,0,False,0.0,True,False
"STV GROUP, INCORPORATED",1,0,False,0.0,True,False
SUEZ WATER INC.,1,0,False,0.0,True,False
SUNOVION PHARMACEUTICALS INC.,1,0,False,0.0,True,False
SUNPOWER CORPORATION,1,0,False,0.0,True,False
SWEDISH MATCH NORTH AMERICA LLC,1,0,False,0.0,True,False
SWISS RE AMERICA HOLDING CORPORATION,1,0,False,0.0,True,False
SYNOVUS FINANCIAL CORP.,1,0,False,0.0,True,False
SYSCO CORPORATION,1,1,True,60264.65,True,True
TARGA RESOURCES CORP.,1,0,False,0.0,True,False
TARGET CORPORATION,1,0,False,0.0,True,False
TAYLOR MORRISON INC.,1,0,False,0.0,True,False
TE CONNECTIVITY CORPORATION,1,1,True,85000.0,True,True
"TECO ENERGY, INC.",1,0,False,0.0,True,False
TENET HEALTHCARE CORPORATION,1,1,True,94500.0,True,True
TENNESSEE RIGHT TO LIFE INC,1,0,False,0.0,True,False
TEVA PHARMACEUTICALS USA INC.,1,0,False,0.0,True,False
TEXAS CAPITAL BANK,1,0,False,0.0,True,False
TEXAS INDUSTRIES INC POLITICAL ACTION COMM,1,0,False,0.0,True,False
TEXAS INSTRUMENTS INCORPORATED,1,1,True,10000.0,True,True
THE ADT SECURITY CORPORATION,1,0,False,0.0,True,False
THE AES CORPORATION,1,1,True,222166.71,True,True
THE BANK OF NEW YORK MELLON CORPORATION,1,1,True,57158.51,True,True
THE BANK OF THE NEW YORK MELLON CORPORATION,1,1,True,132423.68,True,True
THE BOEING COMPANY,1,1,True,51000.0,True,True
THE BRINK'S COMPANY,1,0,False,0.0,True,False
"THE CAPITAL GROUP COMPANIES, INC.",1,0,False,0.0,True,False
THE CENTER FOR FREETHOUGHT EQUALITY,1,0,False,0.0,True,False
THE CLOROX COMPANY,1,1,True,1300.0,True,True
THE COCA-COLA COMPANY,1,1,True,46439.28,True,True
THE DEPOSITORY TRUST AND CLEARING CORPORATION,1,0,False,0.0,True,False
THE GOLDMAN SACHS GROUP INC,1,1,True,4206155.86,True,True
THE GOODYEAR TIRE & RUBBER COMPANY GOOD GOVERNMENT FUND (GOODYEAR GOOD GOVERNMENT FUND),1,0,False,0.0,True,False
THE HERSHEY COMPANY,1,1,True,84270.0,True,True
THE HOME DEPOT INC.,1,1,True,230831.16,True,True
THE KROGER CO.,1,1,True,203999.87,True,True
THE NEWHALL LAND AND FARMING COMPANY,1,0,False,0.0,True,False
THE NORTH AMERICAN COAL CORPORATION,1,0,False,0.0,True,False
THE OPTIONS CLEARING CORPORATION,1,0,False,0.0,True,False
"THE PHOENIX COMPANIES, INC.",1,0,False,0.0,True,False
THE PICTSWEET COMPANY,1,0,False,0.0,True,False
THE PROCTER & GAMBLE COMPANY,1,1,True,399276.3,True,True
THE TIMKEN COMPANY,1,0,False,0.0,True,False
THE TRAVELERS COMPANIES INC.,1,1,True,206500.0,True,True
THE VANGUARD GROUP,1,0,False,0.0,True,False
"THE WILLIAMS COMPANIES, INC.",1,1,True,307750.0,True,True
TIVITY HEALTH,1,0,False,0.0,True,False
TRANE TECHNOLOGIES COMPANY LLC,1,1,True,99449.42,True,True
TRANSAMERICA,1,0,False,0.0,True,False
"TRANSCANADA USA SERVICES, INC.",1,0,False,0.0,True,False
TRANSUNION LLC,1,0,False,0.0,True,False
TRAVELPORT INC.,1,0,False,0.0,True,False
TRINET GROUP INC.,1,1,True,44700.0,True,True
TRINITY INDUSTRIES INC.,1,1,True,9400.0,True,True
TRIUMPH GROUP INC,1,0,False,0.0,True,False
"TRUEBLUE, INC.",1,0,False,0.0,True,False
TRUIST FINANCIAL CORPORATION,2,2,True,138850.36,True,True
"TSVC, INC.",1,0,False,0.0,True,False
TYSON FOODS INC.,1,1,True,113500.0,True,True
"U.S. ANESTHESIA PARTNERS, INC.",1,0,False,0.0,True,False
U.S. BANCORP POLITICAL PARTICIPATION PROGRAM,1,1,True,34500.0,True,True
UBS AMERICAS INC.,1,0,False,0.0,True,False
ULLICO INC.,1,0,False,0.0,True,False
UNION PACIFIC CORPORATION,1,1,True,46490.44,True,True
UNISYS CORPORATION,1,0,False,0.0,True,False
"UNITED AIRLINES, INC.",1,1,True,208975.33,True,True
"UNITED HEALTH SERVICES, INC",1,1,True,7500.0,True,True
UNITED PARCEL SERVICE INC.,1,0,False,0.0,True,False
UNITED STATES STEEL CORPORATION,1,0,False,0.0,True,False
UNITEDHEALTH GROUP INCORPORATED,1,1,True,5000.0,True,True
"UNIVERSAL LEAF TOBACCO COMPANY, INCORPORATED",1,0,False,0.0,True,False
UNIVERSAL MUSIC GROUP,1,0,False,0.0,True,False
"UNIVISION COMMUNICATIONS, INC.",1,0,False,0.0,True,False
UNS ENERGY CORPORATION,1,0,False,0.0,True,False
UNUM GROUP,1,0,False,0.0,True,False
"US ONCOLOGY, INC.",1,1,True,2500.0,True,True
VALERO ENERGY CORPORATION,1,1,True,80000.0,True,True
VAN SCOYOC ASSOCIATES,1,0,False,0.0,True,False
"VARIAN MEDICAL SYSTEMS, INC.",1,0,False,0.0,True,False
VERTEX PHARMACEUTICALS INCORPORATED,1,1,True,334000.0,True,True
VGM GROUP INC.,1,0,False,0.0,True,False
VGM MANAGEMENT LTD,1,0,False,0.0,True,False
VIATRIS INC.,1,0,False,0.0,True,False
"VISA, INC.",1,1,True,1166362.61,True,True
VISTRA CORP.,1,0,False,0.0,True,False
"VIZIENT, INC.",1,0,False,0.0,True,False
"VSP HOLDING COMPANY, INC.",1,0,False,0.0,True,False
WALGREEN CO,1,0,False,0.0,True,False
WALMART INC.,1,1,True,202718.1,True,True
WALT DISNEY PRODUCTIONS,1,0,False,0.0,True,False
"WARD AND SMITH, P.A.",1,0,False,0.0,True,False
WASHINGTON GAS LIGHT COMPANY,1,0,False,0.0,True,False
WASTE MANAGEMENT,1,1,True,3500.0,True,True
WAWA INC,1,0,False,0.0,True,False
WEBSTER BANK,1,0,False,0.0,True,False
"WELLMARK, INC.",1,0,False,0.0,True,False
WELLS FARGO AND COMPANY,1,1,True,323468.34,True,True
WERNER ENTERPRISES INC,1,1,True,606907.8,True,True
WESTERN UNION COMPANY,1,0,False,0.0,True,False
WESTROCK COMPANY,1,0,False,0.0,True,False
WEYERHAEUSER COMPANY,1,1,True,98666.64,True,True
WHIRLPOOL CORPORATION,1,1,True,5000.0,True,True
"WILLIS NORTH AMERICA, INC",1,0,False,0.0,True,False
WINDSTREAM HOLDINGS LLC,1,0,False,0.0,True,False
WINSTEAD PC,1,0,False,0.0,True,False
"WINTHROP & WEINSTINE, P.A.",1,0,False,0.0,True,False
WORLD ACCEPTANCE CORPORATION,1,0,False,0.0,True,False
WORTHINGTON INDUSTRIES,1,0,False,0.0,True,False
"WPX ENERGY, INC.",1,0,False,0.0,True,False
"WYNDHAM DESTINATIONS, INC",1,0,False,0.0,True,False
"WYNDHAM HOTELS & RESORTS, INC.",1,1,True,41000.0,True,True
"WYNN RESORTS, LIMITED",1,0,False,0.0,True,False
XCEL ENERGY,1,1,True,36000.0,True,True
XEROX CORPORATION,1,0,False,0.0,True,False
YRC WORLDWIDE INC.,1,0,False,0.0,True,False
ZACHRY CORPORATION,1,0,False,0.0,True,False
ZENECA INC.,1,1,True,4255.0,True,True
"ZF AUTOMOTIVE US, INC.",1,0,False,0.0,True,False
"ZIMMER BIOMET HOLDINGS, INC.",1,1,True,90336.0,True,True
"ZIONS BANCORPORATION, N.A.",1,1,True,96130.2,True,True
ZOETIS INC.,1,1,True,7500.0,True,True
